"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Age of Mother 9"	"Age of Mother 9 Code"	Births
	"Texas"	"48"	"2013"	"2013"	"Female"	"F"	"15-19 years"	"15-19"	18288
	"Texas"	"48"	"2013"	"2013"	"Female"	"F"	"20-24 years"	"20-24"	48412
	"Texas"	"48"	"2013"	"2013"	"Female"	"F"	"25-29 years"	"25-29"	52883
	"Texas"	"48"	"2013"	"2013"	"Female"	"F"	"30-34 years"	"30-34"	44322
	"Texas"	"48"	"2013"	"2013"	"Female"	"F"	"35-39 years"	"35-39"	20072
	"Texas"	"48"	"2013"	"2013"	"Female"	"F"	"40-44 years"	"40-44"	4553
	"Texas"	"48"	"2013"	"2013"	"Female"	"F"	"45-49 years"	"45-49"	286
	"Texas"	"48"	"2013"	"2013"	"Female"	"F"	"50 years and over"	"50+"	21
	"Texas"	"48"	"2013"	"2013"	"Male"	"M"	"Under 15 years"	"15"	258
	"Texas"	"48"	"2013"	"2013"	"Male"	"M"	"15-19 years"	"15-19"	19237
	"Texas"	"48"	"2013"	"2013"	"Male"	"M"	"20-24 years"	"20-24"	50218
	"Texas"	"48"	"2013"	"2013"	"Male"	"M"	"25-29 years"	"25-29"	56002
	"Texas"	"48"	"2013"	"2013"	"Male"	"M"	"30-34 years"	"30-34"	46303
	"Texas"	"48"	"2013"	"2013"	"Male"	"M"	"35-39 years"	"35-39"	21238
	"Texas"	"48"	"2013"	"2013"	"Male"	"M"	"40-44 years"	"40-44"	4665
	"Texas"	"48"	"2013"	"2013"	"Male"	"M"	"45-49 years"	"45-49"	291
	"Texas"	"48"	"2013"	"2013"	"Male"	"M"	"50 years and over"	"50+"	23
	"Texas"	"48"	"2014"	"2014"	"Female"	"F"	"Under 15 years"	"15"	239
	"Texas"	"48"	"2014"	"2014"	"Female"	"F"	"15-19 years"	"15-19"	17062
	"Texas"	"48"	"2014"	"2014"	"Female"	"F"	"20-24 years"	"20-24"	48598
	"Texas"	"48"	"2014"	"2014"	"Female"	"F"	"25-29 years"	"25-29"	55082
	"Texas"	"48"	"2014"	"2014"	"Female"	"F"	"30-34 years"	"30-34"	47636
	"Texas"	"48"	"2014"	"2014"	"Female"	"F"	"35-39 years"	"35-39"	21537
	"Texas"	"48"	"2014"	"2014"	"Female"	"F"	"40-44 years"	"40-44"	4648
	"Texas"	"48"	"2014"	"2014"	"Female"	"F"	"45-49 years"	"45-49"	289
	"Texas"	"48"	"2014"	"2014"	"Female"	"F"	"50 years and over"	"50+"	27
	"Texas"	"48"	"2014"	"2014"	"Male"	"M"	"Under 15 years"	"15"	231
	"Texas"	"48"	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	18001
	"Texas"	"48"	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	51135
	"Texas"	"48"	"2014"	"2014"	"Male"	"M"	"25-29 years"	"25-29"	57992
	"Texas"	"48"	"2014"	"2014"	"Male"	"M"	"30-34 years"	"30-34"	49710
	"Texas"	"48"	"2014"	"2014"	"Male"	"M"	"35-39 years"	"35-39"	22456
	"Texas"	"48"	"2014"	"2014"	"Male"	"M"	"40-44 years"	"40-44"	4823
	"Texas"	"48"	"2014"	"2014"	"Male"	"M"	"45-49 years"	"45-49"	262
	"Texas"	"48"	"2014"	"2014"	"Male"	"M"	"50 years and over"	"50+"	38
	"Texas"	"48"	"2015"	"2015"	"Female"	"F"	"Under 15 years"	"15"	221
	"Texas"	"48"	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	16105
	"Texas"	"48"	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	47978
	"Texas"	"48"	"2015"	"2015"	"Female"	"F"	"25-29 years"	"25-29"	56220
	"Texas"	"48"	"2015"	"2015"	"Female"	"F"	"30-34 years"	"30-34"	49164
	"Texas"	"48"	"2015"	"2015"	"Female"	"F"	"35-39 years"	"35-39"	22692
	"Texas"	"48"	"2015"	"2015"	"Female"	"F"	"40-44 years"	"40-44"	4854
	"Texas"	"48"	"2015"	"2015"	"Female"	"F"	"45-49 years"	"45-49"	290
	"Texas"	"48"	"2015"	"2015"	"Female"	"F"	"50 years and over"	"50+"	28
	"Texas"	"48"	"2015"	"2015"	"Male"	"M"	"Under 15 years"	"15"	236
	"Texas"	"48"	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	16582
	"Texas"	"48"	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	49808
	"Texas"	"48"	"2015"	"2015"	"Male"	"M"	"25-29 years"	"25-29"	59356
	"Texas"	"48"	"2015"	"2015"	"Male"	"M"	"30-34 years"	"30-34"	51197
	"Texas"	"48"	"2015"	"2015"	"Male"	"M"	"35-39 years"	"35-39"	23463
	"Texas"	"48"	"2015"	"2015"	"Male"	"M"	"40-44 years"	"40-44"	5075
	"Texas"	"48"	"2015"	"2015"	"Male"	"M"	"45-49 years"	"45-49"	320
	"Texas"	"48"	"2015"	"2015"	"Male"	"M"	"50 years and over"	"50+"	29
	"Texas"	"48"	"2016"	"2016"	"Female"	"F"	"Under 15 years"	"15"	204
	"Texas"	"48"	"2016"	"2016"	"Female"	"F"	"15-19 years"	"15-19"	14444
	"Texas"	"48"	"2016"	"2016"	"Female"	"F"	"20-24 years"	"20-24"	45366
	"Texas"	"48"	"2016"	"2016"	"Female"	"F"	"25-29 years"	"25-29"	56136
	"Texas"	"48"	"2016"	"2016"	"Female"	"F"	"30-34 years"	"30-34"	49642
	"Texas"	"48"	"2016"	"2016"	"Female"	"F"	"35-39 years"	"35-39"	23589
	"Texas"	"48"	"2016"	"2016"	"Female"	"F"	"40-44 years"	"40-44"	4998
	"Texas"	"48"	"2016"	"2016"	"Female"	"F"	"45-49 years"	"45-49"	308
	"Texas"	"48"	"2016"	"2016"	"Female"	"F"	"50 years and over"	"50+"	21
	"Texas"	"48"	"2016"	"2016"	"Male"	"M"	"Under 15 years"	"15"	200
	"Texas"	"48"	"2016"	"2016"	"Male"	"M"	"15-19 years"	"15-19"	15321
	"Texas"	"48"	"2016"	"2016"	"Male"	"M"	"20-24 years"	"20-24"	47593
	"Texas"	"48"	"2016"	"2016"	"Male"	"M"	"25-29 years"	"25-29"	58479
	"Texas"	"48"	"2016"	"2016"	"Male"	"M"	"30-34 years"	"30-34"	51677
	"Texas"	"48"	"2016"	"2016"	"Male"	"M"	"35-39 years"	"35-39"	24612
	"Texas"	"48"	"2016"	"2016"	"Male"	"M"	"40-44 years"	"40-44"	5098
	"Texas"	"48"	"2016"	"2016"	"Male"	"M"	"45-49 years"	"45-49"	332
	"Texas"	"48"	"2016"	"2016"	"Male"	"M"	"50 years and over"	"50+"	27
	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	"Under 15 years"	"15"	152
	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	"15-19 years"	"15-19"	13129
	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	"20-24 years"	"20-24"	42374
	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	"25-29 years"	"25-29"	54473
	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	48173
	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	23497
	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	4963
	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	307
	"Texas"	"48"	"2017"	"2017"	"Female"	"F"	"50 years and over"	"50+"	24
	"Texas"	"48"	"2017"	"2017"	"Male"	"M"	"Under 15 years"	"15"	149
	"Texas"	"48"	"2017"	"2017"	"Male"	"M"	"15-19 years"	"15-19"	13842
	"Texas"	"48"	"2017"	"2017"	"Male"	"M"	"20-24 years"	"20-24"	44438
	"Texas"	"48"	"2017"	"2017"	"Male"	"M"	"25-29 years"	"25-29"	56469
	"Texas"	"48"	"2017"	"2017"	"Male"	"M"	"30-34 years"	"30-34"	50211
	"Texas"	"48"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	24555
	"Texas"	"48"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	4963
	"Texas"	"48"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	309
	"Texas"	"48"	"2017"	"2017"	"Male"	"M"	"50 years and over"	"50+"	22
	"Texas"	"48"	"2018"	"2018"	"Female"	"F"	"Under 15 years"	"15"	154
	"Texas"	"48"	"2018"	"2018"	"Female"	"F"	"15-19 years"	"15-19"	12124
	"Texas"	"48"	"2018"	"2018"	"Female"	"F"	"20-24 years"	"20-24"	40738
	"Texas"	"48"	"2018"	"2018"	"Female"	"F"	"25-29 years"	"25-29"	54336
	"Texas"	"48"	"2018"	"2018"	"Female"	"F"	"30-34 years"	"30-34"	48466
	"Texas"	"48"	"2018"	"2018"	"Female"	"F"	"35-39 years"	"35-39"	24008
	"Texas"	"48"	"2018"	"2018"	"Female"	"F"	"40-44 years"	"40-44"	5111
	"Texas"	"48"	"2018"	"2018"	"Female"	"F"	"45-49 years"	"45-49"	333
	"Texas"	"48"	"2018"	"2018"	"Female"	"F"	"50 years and over"	"50+"	33
	"Texas"	"48"	"2018"	"2018"	"Male"	"M"	"Under 15 years"	"15"	150
	"Texas"	"48"	"2018"	"2018"	"Male"	"M"	"15-19 years"	"15-19"	12965
	"Texas"	"48"	"2018"	"2018"	"Male"	"M"	"20-24 years"	"20-24"	42591
	"Texas"	"48"	"2018"	"2018"	"Male"	"M"	"25-29 years"	"25-29"	56157
	"Texas"	"48"	"2018"	"2018"	"Male"	"M"	"30-34 years"	"30-34"	50396
	"Texas"	"48"	"2018"	"2018"	"Male"	"M"	"35-39 years"	"35-39"	25486
	"Texas"	"48"	"2018"	"2018"	"Male"	"M"	"40-44 years"	"40-44"	5196
	"Texas"	"48"	"2018"	"2018"	"Male"	"M"	"45-49 years"	"45-49"	363
	"Texas"	"48"	"2018"	"2018"	"Male"	"M"	"50 years and over"	"50+"	17
	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	"Under 15 years"	"15"	133
	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	"15-19 years"	"15-19"	11718
	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	40122
	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	53784
	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	48695
	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	24656
	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	5147
	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	"45-49 years"	"45-49"	334
	"Texas"	"48"	"2019"	"2019"	"Female"	"F"	"50 years and over"	"50+"	23
	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	"Under 15 years"	"15"	140
	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	"15-19 years"	"15-19"	12391
	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	41983
	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	56064
	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	50920
	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	25734
	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	5367
	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	356
	"Texas"	"48"	"2019"	"2019"	"Male"	"M"	"50 years and over"	"50+"	32
	"Utah"	"49"	"2007"	"2007"	"Female"	"F"	"Under 15 years"	"15"	11
	"Utah"	"49"	"2007"	"2007"	"Female"	"F"	"15-19 years"	"15-19"	1828
	"Utah"	"49"	"2007"	"2007"	"Female"	"F"	"20-24 years"	"20-24"	7224
	"Utah"	"49"	"2007"	"2007"	"Female"	"F"	"25-29 years"	"25-29"	9462
	"Utah"	"49"	"2007"	"2007"	"Female"	"F"	"30-34 years"	"30-34"	5783
	"Utah"	"49"	"2007"	"2007"	"Female"	"F"	"35-39 years"	"35-39"	2029
	"Utah"	"49"	"2007"	"2007"	"Female"	"F"	"40-44 years"	"40-44"	393
	"Utah"	"49"	"2007"	"2007"	"Female"	"F"	"45-49 years"	"45-49"	29
	"Utah"	"49"	"2007"	"2007"	"Male"	"M"	"Under 15 years"	"15"	15
	"Utah"	"49"	"2007"	"2007"	"Male"	"M"	"15-19 years"	"15-19"	1947
	"Utah"	"49"	"2007"	"2007"	"Male"	"M"	"20-24 years"	"20-24"	7609
	"Utah"	"49"	"2007"	"2007"	"Male"	"M"	"25-29 years"	"25-29"	10112
	"Utah"	"49"	"2007"	"2007"	"Male"	"M"	"30-34 years"	"30-34"	6020
	"Utah"	"49"	"2007"	"2007"	"Male"	"M"	"35-39 years"	"35-39"	2249
	"Utah"	"49"	"2007"	"2007"	"Male"	"M"	"40-44 years"	"40-44"	392
	"Utah"	"49"	"2007"	"2007"	"Male"	"M"	"45-49 years"	"45-49"	23
	"Utah"	"49"	"2008"	"2008"	"Female"	"F"	"Under 15 years"	"15"	19
	"Utah"	"49"	"2008"	"2008"	"Female"	"F"	"15-19 years"	"15-19"	1794
	"Utah"	"49"	"2008"	"2008"	"Female"	"F"	"20-24 years"	"20-24"	7060
	"Utah"	"49"	"2008"	"2008"	"Female"	"F"	"25-29 years"	"25-29"	9536
	"Utah"	"49"	"2008"	"2008"	"Female"	"F"	"30-34 years"	"30-34"	6112
	"Utah"	"49"	"2008"	"2008"	"Female"	"F"	"35-39 years"	"35-39"	2179
	"Utah"	"49"	"2008"	"2008"	"Female"	"F"	"40-44 years"	"40-44"	386
	"Utah"	"49"	"2008"	"2008"	"Female"	"F"	"45-49 years"	"45-49"	20
	"Utah"	"49"	"2008"	"2008"	"Male"	"M"	"Under 15 years"	"15"	13
	"Utah"	"49"	"2008"	"2008"	"Male"	"M"	"15-19 years"	"15-19"	1955
	"Utah"	"49"	"2008"	"2008"	"Male"	"M"	"20-24 years"	"20-24"	7515
	"Utah"	"49"	"2008"	"2008"	"Male"	"M"	"25-29 years"	"25-29"	10097
	"Utah"	"49"	"2008"	"2008"	"Male"	"M"	"30-34 years"	"30-34"	6320
	"Utah"	"49"	"2008"	"2008"	"Male"	"M"	"35-39 years"	"35-39"	2188
	"Utah"	"49"	"2008"	"2008"	"Male"	"M"	"40-44 years"	"40-44"	404
	"Utah"	"49"	"2008"	"2008"	"Male"	"M"	"45-49 years"	"45-49"	30
	"Utah"	"49"	"2009"	"2009"	"Female"	"F"	"Under 15 years"	"15"	20
	"Utah"	"49"	"2009"	"2009"	"Female"	"F"	"15-19 years"	"15-19"	1659
	"Utah"	"49"	"2009"	"2009"	"Female"	"F"	"20-24 years"	"20-24"	6600
	"Utah"	"49"	"2009"	"2009"	"Female"	"F"	"25-29 years"	"25-29"	9231
	"Utah"	"49"	"2009"	"2009"	"Female"	"F"	"30-34 years"	"30-34"	6210
	"Utah"	"49"	"2009"	"2009"	"Female"	"F"	"35-39 years"	"35-39"	2222
	"Utah"	"49"	"2009"	"2009"	"Female"	"F"	"40-44 years"	"40-44"	364
	"Utah"	"49"	"2009"	"2009"	"Female"	"F"	"45-49 years"	"45-49"	20
	"Utah"	"49"	"2009"	"2009"	"Male"	"M"	"Under 15 years"	"15"	13
	"Utah"	"49"	"2009"	"2009"	"Male"	"M"	"15-19 years"	"15-19"	1690
	"Utah"	"49"	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	6831
	"Utah"	"49"	"2009"	"2009"	"Male"	"M"	"25-29 years"	"25-29"	9573
	"Utah"	"49"	"2009"	"2009"	"Male"	"M"	"30-34 years"	"30-34"	6739
	"Utah"	"49"	"2009"	"2009"	"Male"	"M"	"35-39 years"	"35-39"	2268
	"Utah"	"49"	"2009"	"2009"	"Male"	"M"	"40-44 years"	"40-44"	404
	"Utah"	"49"	"2009"	"2009"	"Male"	"M"	"45-49 years"	"45-49"	37
	"Utah"	"49"	"2010"	"2010"	"Female"	"F"	"Under 15 years"	"15"	16
	"Utah"	"49"	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	1481
	"Utah"	"49"	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	6087
	"Utah"	"49"	"2010"	"2010"	"Female"	"F"	"25-29 years"	"25-29"	8976
	"Utah"	"49"	"2010"	"2010"	"Female"	"F"	"30-34 years"	"30-34"	6189
	"Utah"	"49"	"2010"	"2010"	"Female"	"F"	"35-39 years"	"35-39"	2187
	"Utah"	"49"	"2010"	"2010"	"Female"	"F"	"40-44 years"	"40-44"	415
	"Utah"	"49"	"2010"	"2010"	"Female"	"F"	"45-49 years"	"45-49"	21
	"Utah"	"49"	"2010"	"2010"	"Male"	"M"	"Under 15 years"	"15"	11
	"Utah"	"49"	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	1568
	"Utah"	"49"	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	6426
	"Utah"	"49"	"2010"	"2010"	"Male"	"M"	"25-29 years"	"25-29"	9241
	"Utah"	"49"	"2010"	"2010"	"Male"	"M"	"30-34 years"	"30-34"	6785
	"Utah"	"49"	"2010"	"2010"	"Male"	"M"	"35-39 years"	"35-39"	2385
	"Utah"	"49"	"2010"	"2010"	"Male"	"M"	"40-44 years"	"40-44"	431
	"Utah"	"49"	"2010"	"2010"	"Male"	"M"	"45-49 years"	"45-49"	36
	"Utah"	"49"	"2011"	"2011"	"Female"	"F"	"Under 15 years"	"15"	17
	"Utah"	"49"	"2011"	"2011"	"Female"	"F"	"15-19 years"	"15-19"	1190
	"Utah"	"49"	"2011"	"2011"	"Female"	"F"	"20-24 years"	"20-24"	5758
	"Utah"	"49"	"2011"	"2011"	"Female"	"F"	"25-29 years"	"25-29"	8728
	"Utah"	"49"	"2011"	"2011"	"Female"	"F"	"30-34 years"	"30-34"	6465
	"Utah"	"49"	"2011"	"2011"	"Female"	"F"	"35-39 years"	"35-39"	2353
	"Utah"	"49"	"2011"	"2011"	"Female"	"F"	"40-44 years"	"40-44"	402
	"Utah"	"49"	"2011"	"2011"	"Female"	"F"	"45-49 years"	"45-49"	18
	"Utah"	"49"	"2011"	"2011"	"Male"	"M"	"15-19 years"	"15-19"	1352
	"Utah"	"49"	"2011"	"2011"	"Male"	"M"	"20-24 years"	"20-24"	6066
	"Utah"	"49"	"2011"	"2011"	"Male"	"M"	"25-29 years"	"25-29"	9131
	"Utah"	"49"	"2011"	"2011"	"Male"	"M"	"30-34 years"	"30-34"	6866
	"Utah"	"49"	"2011"	"2011"	"Male"	"M"	"35-39 years"	"35-39"	2408
	"Utah"	"49"	"2011"	"2011"	"Male"	"M"	"40-44 years"	"40-44"	438
	"Utah"	"49"	"2011"	"2011"	"Male"	"M"	"45-49 years"	"45-49"	21
	"Utah"	"49"	"2012"	"2012"	"Female"	"F"	"15-19 years"	"15-19"	1175
	"Utah"	"49"	"2012"	"2012"	"Female"	"F"	"20-24 years"	"20-24"	5674
	"Utah"	"49"	"2012"	"2012"	"Female"	"F"	"25-29 years"	"25-29"	8558
	"Utah"	"49"	"2012"	"2012"	"Female"	"F"	"30-34 years"	"30-34"	6584
	"Utah"	"49"	"2012"	"2012"	"Female"	"F"	"35-39 years"	"35-39"	2490
	"Utah"	"49"	"2012"	"2012"	"Female"	"F"	"40-44 years"	"40-44"	446
	"Utah"	"49"	"2012"	"2012"	"Female"	"F"	"45-49 years"	"45-49"	23
	"Utah"	"49"	"2012"	"2012"	"Male"	"M"	"15-19 years"	"15-19"	1319
	"Utah"	"49"	"2012"	"2012"	"Male"	"M"	"20-24 years"	"20-24"	5995
	"Utah"	"49"	"2012"	"2012"	"Male"	"M"	"25-29 years"	"25-29"	9245
	"Utah"	"49"	"2012"	"2012"	"Male"	"M"	"30-34 years"	"30-34"	6822
	"Utah"	"49"	"2012"	"2012"	"Male"	"M"	"35-39 years"	"35-39"	2639
	"Utah"	"49"	"2012"	"2012"	"Male"	"M"	"40-44 years"	"40-44"	453
	"Utah"	"49"	"2012"	"2012"	"Male"	"M"	"45-49 years"	"45-49"	23
	"Utah"	"49"	"2013"	"2013"	"Female"	"F"	"15-19 years"	"15-19"	1082
	"Utah"	"49"	"2013"	"2013"	"Female"	"F"	"20-24 years"	"20-24"	5581
	"Utah"	"49"	"2013"	"2013"	"Female"	"F"	"25-29 years"	"25-29"	8311
	"Utah"	"49"	"2013"	"2013"	"Female"	"F"	"30-34 years"	"30-34"	6608
	"Utah"	"49"	"2013"	"2013"	"Female"	"F"	"35-39 years"	"35-39"	2652
	"Utah"	"49"	"2013"	"2013"	"Female"	"F"	"40-44 years"	"40-44"	428
	"Utah"	"49"	"2013"	"2013"	"Female"	"F"	"45-49 years"	"45-49"	22
	"Utah"	"49"	"2013"	"2013"	"Male"	"M"	"15-19 years"	"15-19"	1172
	"Utah"	"49"	"2013"	"2013"	"Male"	"M"	"20-24 years"	"20-24"	5810
	"Utah"	"49"	"2013"	"2013"	"Male"	"M"	"25-29 years"	"25-29"	8904
	"Utah"	"49"	"2013"	"2013"	"Male"	"M"	"30-34 years"	"30-34"	7119
	"Utah"	"49"	"2013"	"2013"	"Male"	"M"	"35-39 years"	"35-39"	2754
	"Utah"	"49"	"2013"	"2013"	"Male"	"M"	"40-44 years"	"40-44"	461
	"Utah"	"49"	"2013"	"2013"	"Male"	"M"	"45-49 years"	"45-49"	32
	"Utah"	"49"	"2014"	"2014"	"Female"	"F"	"15-19 years"	"15-19"	1043
	"Utah"	"49"	"2014"	"2014"	"Female"	"F"	"20-24 years"	"20-24"	5462
	"Utah"	"49"	"2014"	"2014"	"Female"	"F"	"25-29 years"	"25-29"	8304
	"Utah"	"49"	"2014"	"2014"	"Female"	"F"	"30-34 years"	"30-34"	6693
	"Utah"	"49"	"2014"	"2014"	"Female"	"F"	"35-39 years"	"35-39"	2847
	"Utah"	"49"	"2014"	"2014"	"Female"	"F"	"40-44 years"	"40-44"	465
	"Utah"	"49"	"2014"	"2014"	"Female"	"F"	"45-49 years"	"45-49"	35
	"Utah"	"49"	"2014"	"2014"	"Male"	"M"	"Under 15 years"	"15"	10
	"Utah"	"49"	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	1120
	"Utah"	"49"	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	5847
	"Utah"	"49"	"2014"	"2014"	"Male"	"M"	"25-29 years"	"25-29"	8915
	"Utah"	"49"	"2014"	"2014"	"Male"	"M"	"30-34 years"	"30-34"	7019
	"Utah"	"49"	"2014"	"2014"	"Male"	"M"	"35-39 years"	"35-39"	2863
	"Utah"	"49"	"2014"	"2014"	"Male"	"M"	"40-44 years"	"40-44"	490
	"Utah"	"49"	"2014"	"2014"	"Male"	"M"	"45-49 years"	"45-49"	28
	"Utah"	"49"	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	940
	"Utah"	"49"	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	5205
	"Utah"	"49"	"2015"	"2015"	"Female"	"F"	"25-29 years"	"25-29"	8418
	"Utah"	"49"	"2015"	"2015"	"Female"	"F"	"30-34 years"	"30-34"	6620
	"Utah"	"49"	"2015"	"2015"	"Female"	"F"	"35-39 years"	"35-39"	2990
	"Utah"	"49"	"2015"	"2015"	"Female"	"F"	"40-44 years"	"40-44"	493
	"Utah"	"49"	"2015"	"2015"	"Female"	"F"	"45-49 years"	"45-49"	34
	"Utah"	"49"	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	1081
	"Utah"	"49"	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	5417
	"Utah"	"49"	"2015"	"2015"	"Male"	"M"	"25-29 years"	"25-29"	8994
	"Utah"	"49"	"2015"	"2015"	"Male"	"M"	"30-34 years"	"30-34"	7079
	"Utah"	"49"	"2015"	"2015"	"Male"	"M"	"35-39 years"	"35-39"	2960
	"Utah"	"49"	"2015"	"2015"	"Male"	"M"	"40-44 years"	"40-44"	505
	"Utah"	"49"	"2015"	"2015"	"Male"	"M"	"45-49 years"	"45-49"	25
	"Utah"	"49"	"2016"	"2016"	"Female"	"F"	"15-19 years"	"15-19"	908
	"Utah"	"49"	"2016"	"2016"	"Female"	"F"	"20-24 years"	"20-24"	5151
	"Utah"	"49"	"2016"	"2016"	"Female"	"F"	"25-29 years"	"25-29"	8342
	"Utah"	"49"	"2016"	"2016"	"Female"	"F"	"30-34 years"	"30-34"	6742
	"Utah"	"49"	"2016"	"2016"	"Female"	"F"	"35-39 years"	"35-39"	2976
	"Utah"	"49"	"2016"	"2016"	"Female"	"F"	"40-44 years"	"40-44"	528
	"Utah"	"49"	"2016"	"2016"	"Female"	"F"	"45-49 years"	"45-49"	38
	"Utah"	"49"	"2016"	"2016"	"Male"	"M"	"15-19 years"	"15-19"	921
	"Utah"	"49"	"2016"	"2016"	"Male"	"M"	"20-24 years"	"20-24"	5364
	"Utah"	"49"	"2016"	"2016"	"Male"	"M"	"25-29 years"	"25-29"	8675
	"Utah"	"49"	"2016"	"2016"	"Male"	"M"	"30-34 years"	"30-34"	7027
	"Utah"	"49"	"2016"	"2016"	"Male"	"M"	"35-39 years"	"35-39"	3212
	"Utah"	"49"	"2016"	"2016"	"Male"	"M"	"40-44 years"	"40-44"	528
	"Utah"	"49"	"2016"	"2016"	"Male"	"M"	"45-49 years"	"45-49"	35
	"Utah"	"49"	"2017"	"2017"	"Female"	"F"	"15-19 years"	"15-19"	867
	"Utah"	"49"	"2017"	"2017"	"Female"	"F"	"20-24 years"	"20-24"	4852
	"Utah"	"49"	"2017"	"2017"	"Female"	"F"	"25-29 years"	"25-29"	8022
	"Utah"	"49"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	6222
	"Utah"	"49"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	2919
	"Utah"	"49"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	527
	"Utah"	"49"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	35
	"Utah"	"49"	"2017"	"2017"	"Male"	"M"	"15-19 years"	"15-19"	934
	"Utah"	"49"	"2017"	"2017"	"Male"	"M"	"20-24 years"	"20-24"	5286
	"Utah"	"49"	"2017"	"2017"	"Male"	"M"	"25-29 years"	"25-29"	8413
	"Utah"	"49"	"2017"	"2017"	"Male"	"M"	"30-34 years"	"30-34"	6874
	"Utah"	"49"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	2987
	"Utah"	"49"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	601
	"Utah"	"49"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	34
	"Utah"	"49"	"2018"	"2018"	"Female"	"F"	"15-19 years"	"15-19"	757
	"Utah"	"49"	"2018"	"2018"	"Female"	"F"	"20-24 years"	"20-24"	4775
	"Utah"	"49"	"2018"	"2018"	"Female"	"F"	"25-29 years"	"25-29"	7761
	"Utah"	"49"	"2018"	"2018"	"Female"	"F"	"30-34 years"	"30-34"	6244
	"Utah"	"49"	"2018"	"2018"	"Female"	"F"	"35-39 years"	"35-39"	2848
	"Utah"	"49"	"2018"	"2018"	"Female"	"F"	"40-44 years"	"40-44"	576
	"Utah"	"49"	"2018"	"2018"	"Female"	"F"	"45-49 years"	"45-49"	34
	"Utah"	"49"	"2018"	"2018"	"Male"	"M"	"15-19 years"	"15-19"	847
	"Utah"	"49"	"2018"	"2018"	"Male"	"M"	"20-24 years"	"20-24"	5152
	"Utah"	"49"	"2018"	"2018"	"Male"	"M"	"25-29 years"	"25-29"	8195
