"Notes"	"Infant Delivery Weight 14"	"Infant Delivery Weight 14 Code"	"Delivery Method"	"Delivery Method Code"	"LMP Gestational Age 10"	"LMP Gestational Age 10 Code"	"Plurality or Multiple Birth"	"Plurality or Multiple Birth Code"	"Standard Residence States"	"Standard Residence States Code"	Fetal Deaths	Percent of Total Deaths
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Colorado"	"08"	45	0.01
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Connecticut"	"09"	23	0.01
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Florida"	"12"	154	0.05
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Georgia"	"13"	96	0.03
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Idaho"	"16"	12	0.00
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Illinois"	"17"	81	0.03
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Indiana"	"18"	44	0.01
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Iowa"	"19"	24	0.01
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Kansas"	"20"	26	0.01
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Kentucky"	"21"	35	0.01
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Louisiana"	"22"	25	0.01
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Maryland"	"24"	58	0.02
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Massachusetts"	"25"	67	0.02
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Michigan"	"26"	81	0.03
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Minnesota"	"27"	67	0.02
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Mississippi"	"28"	16	0.01
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Missouri"	"29"	42	0.01
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Nebraska"	"31"	20	0.01
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Nevada"	"32"	33	0.01
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"New Jersey"	"34"	68	0.02
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"New Mexico"	"35"	13	0.00
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"New York"	"36"	146	0.05
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"North Carolina"	"37"	83	0.03
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"North Dakota"	"38"	12	0.00
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Ohio"	"39"	82	0.03
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Oklahoma"	"40"	26	0.01
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Oregon"	"41"	35	0.01
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Pennsylvania"	"42"	100	0.03
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"South Carolina"	"45"	41	0.01
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"South Dakota"	"46"	11	0.00
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Tennessee"	"47"	63	0.02
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Texas"	"48"	205	0.07
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Utah"	"49"	28	0.01
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Virginia"	"51"	66	0.02
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Washington"	"53"	50	0.02
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"West Virginia"	"54"	14	0.00
	"3500 - 3999 grams"	"10"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Wisconsin"	"55"	56	0.02
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"California"	"06"	14	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Florida"	"12"	15	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Texas"	"48"	13	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"36 weeks"	"07"	"Single"	"1"	"Texas"	"48"	11	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Alabama"	"01"	12	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Arizona"	"04"	17	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"California"	"06"	77	0.02
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Colorado"	"08"	10	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Florida"	"12"	34	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Georgia"	"13"	36	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Illinois"	"17"	17	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Indiana"	"18"	18	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Kentucky"	"21"	18	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Louisiana"	"22"	11	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Maryland"	"24"	12	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Michigan"	"26"	13	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Minnesota"	"27"	23	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Mississippi"	"28"	10	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Missouri"	"29"	19	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Nebraska"	"31"	10	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"New Jersey"	"34"	23	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"New York"	"36"	29	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"North Carolina"	"37"	22	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Ohio"	"39"	30	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Oklahoma"	"40"	13	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Oregon"	"41"	12	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Pennsylvania"	"42"	32	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"South Carolina"	"45"	11	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Tennessee"	"47"	25	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Texas"	"48"	67	0.02
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Virginia"	"51"	11	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Wisconsin"	"55"	14	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"40 weeks"	"09"	"Single"	"1"	"California"	"06"	11	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"40 weeks"	"09"	"Single"	"1"	"Florida"	"12"	14	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"40 weeks"	"09"	"Single"	"1"	"New York"	"36"	15	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"40 weeks"	"09"	"Single"	"1"	"Pennsylvania"	"42"	10	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"40 weeks"	"09"	"Single"	"1"	"Texas"	"48"	12	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"41 weeks"	"10"	"Single"	"1"	"California"	"06"	16	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"42 or more weeks"	"11"	"Single"	"1"	"California"	"06"	13	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"42 or more weeks"	"11"	"Single"	"1"	"Texas"	"48"	13	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Alabama"	"01"	20	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Arizona"	"04"	21	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Arkansas"	"05"	20	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"California"	"06"	118	0.04
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Colorado"	"08"	13	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Florida"	"12"	74	0.02
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Georgia"	"13"	39	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Illinois"	"17"	46	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Indiana"	"18"	32	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Iowa"	"19"	14	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Kansas"	"20"	20	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Kentucky"	"21"	28	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Louisiana"	"22"	24	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Maryland"	"24"	24	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Massachusetts"	"25"	11	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Michigan"	"26"	15	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Minnesota"	"27"	27	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Mississippi"	"28"	22	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Missouri"	"29"	24	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Nebraska"	"31"	16	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Nevada"	"32"	17	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"New Jersey"	"34"	30	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"New York"	"36"	55	0.02
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"North Carolina"	"37"	55	0.02
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Ohio"	"39"	47	0.02
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Oklahoma"	"40"	16	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Oregon"	"41"	10	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Pennsylvania"	"42"	35	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"South Carolina"	"45"	27	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Tennessee"	"47"	23	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Texas"	"48"	104	0.03
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Utah"	"49"	11	0.00
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Virginia"	"51"	30	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Washington"	"53"	34	0.01
	"3500 - 3999 grams"	"10"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Wisconsin"	"55"	26	0.01
	"3500 - 3999 grams"	"10"	"Not Stated"	"9"	"37-39 weeks"	"08"	"Single"	"1"	"California"	"06"	13	0.00
	"3500 - 3999 grams"	"10"	"Not Stated"	"9"	"Not Available"	"110"	"Single"	"1"	"California"	"06"	41	0.01
	"3500 - 3999 grams"	"10"	"Not Stated"	"9"	"Not Available"	"110"	"Single"	"1"	"New York"	"36"	11	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Alabama"	"01"	12	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Arizona"	"04"	12	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"California"	"06"	49	0.02
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Florida"	"12"	26	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Georgia"	"13"	19	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Illinois"	"17"	16	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Maryland"	"24"	11	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Michigan"	"26"	12	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"New Jersey"	"34"	12	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"New York"	"36"	36	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"North Carolina"	"37"	18	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Ohio"	"39"	22	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Pennsylvania"	"42"	17	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Texas"	"48"	29	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"40 weeks"	"09"	"Single"	"1"	"California"	"06"	27	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"40 weeks"	"09"	"Single"	"1"	"New York"	"36"	13	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"40 weeks"	"09"	"Single"	"1"	"Ohio"	"39"	10	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"40 weeks"	"09"	"Single"	"1"	"Pennsylvania"	"42"	10	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"40 weeks"	"09"	"Single"	"1"	"Texas"	"48"	13	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"41 weeks"	"10"	"Single"	"1"	"California"	"06"	20	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"41 weeks"	"10"	"Single"	"1"	"Florida"	"12"	10	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"42 or more weeks"	"11"	"Single"	"1"	"California"	"06"	16	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"42 or more weeks"	"11"	"Single"	"1"	"Florida"	"12"	12	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Alabama"	"01"	15	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Arizona"	"04"	13	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"California"	"06"	106	0.03
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Colorado"	"08"	15	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Florida"	"12"	45	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Georgia"	"13"	30	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Illinois"	"17"	29	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Indiana"	"18"	16	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Maryland"	"24"	21	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Michigan"	"26"	21	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Minnesota"	"27"	13	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Missouri"	"29"	18	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"New Jersey"	"34"	18	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"New York"	"36"	42	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"North Carolina"	"37"	23	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Ohio"	"39"	40	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Oregon"	"41"	12	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Pennsylvania"	"42"	36	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"South Carolina"	"45"	10	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Tennessee"	"47"	21	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Texas"	"48"	51	0.02
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Virginia"	"51"	22	0.01
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Washington"	"53"	12	0.00
	"4000 - 4499 grams"	"11"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Wisconsin"	"55"	10	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"36 weeks"	"07"	"Single"	"1"	"California"	"06"	10	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"California"	"06"	34	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Florida"	"12"	42	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Georgia"	"13"	11	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Illinois"	"17"	16	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Kentucky"	"21"	12	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Missouri"	"29"	13	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"New Jersey"	"34"	11	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"New York"	"36"	20	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"North Carolina"	"37"	12	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Ohio"	"39"	15	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Pennsylvania"	"42"	14	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Tennessee"	"47"	11	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"37-39 weeks"	"08"	"Single"	"1"	"Texas"	"48"	26	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"40 weeks"	"09"	"Single"	"1"	"Texas"	"48"	10	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"42 or more weeks"	"11"	"Single"	"1"	"California"	"06"	13	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Alabama"	"01"	16	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Arizona"	"04"	18	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Arkansas"	"05"	13	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"California"	"06"	54	0.02
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Florida"	"12"	46	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Georgia"	"13"	24	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Illinois"	"17"	24	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Indiana"	"18"	19	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Kentucky"	"21"	13	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Louisiana"	"22"	13	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Maryland"	"24"	18	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Michigan"	"26"	21	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Minnesota"	"27"	13	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Mississippi"	"28"	15	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Missouri"	"29"	13	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Nevada"	"32"	13	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"New Jersey"	"34"	11	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"New York"	"36"	32	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"North Carolina"	"37"	19	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Ohio"	"39"	18	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Pennsylvania"	"42"	22	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"South Carolina"	"45"	14	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Tennessee"	"47"	15	0.00
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Texas"	"48"	43	0.01
	"4000 - 4499 grams"	"11"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Wisconsin"	"55"	10	0.00
